col1,col2,col3,col4,col5
129.182,285.224,82.837,130.469,284.252
129.182,285.224,82.836,130.468,284.245
129.182,285.224,82.836,130.468,284.239
129.181,285.223,82.836,130.467,284.228
129.181,285.223,82.835,130.466,284.228
129.18,285.223,82.835,130.465,284.227
129.179,285.223,82.834,130.465,284.227
129.179,285.222,82.834,130.464,284.225
129.179,285.222,82.834,130.464,284.205
129.179,285.222,82.834,130.464,284.199
129.177,285.222,82.833,130.463,284.164
129.177,285.221,82.833,130.462,284.144
129.177,285.221,82.832,130.461,284.121
129.177,285.221,82.83,130.46,284.117
129.177,285.221,82.83,130.46,284.102
129.176,285.219,82.83,130.46,284.096
129.176,285.219,82.83,130.459,284.09
129.173,285.219,82.828,130.458,284.084
129.173,285.218,82.826,130.458,284.074
129.172,285.217,82.826,130.453,284.072
129.172,285.217,82.823,130.453,284.067
129.172,285.216,82.821,130.452,284.065
129.171,285.216,82.82,130.452,284.064
129.171,285.216,82.818,130.451,284.059
129.171,285.216,82.818,130.45,284.058
129.171,285.215,82.817,130.449,284.055
129.171,285.215,82.815,130.448,284.05
129.17,285.214,82.814,130.448,284.049
129.17,285.214,82.813,130.448,284.047
129.169,285.214,82.812,130.446,284.046
129.169,285.214,82.811,130.441,284.044
129.169,285.213,82.81,130.439,284.042
129.168,285.211,82.81,130.437,284.042
129.167,285.211,82.809,130.437,284.039
129.167,285.21,82.809,130.437,284.039
129.165,285.21,82.809,130.434,284.039
129.165,285.209,82.809,130.432,284.038
129.163,285.208,82.807,130.431,284.036
129.163,285.207,82.805,130.431,284.036
129.162,285.206,82.805,130.431,284.03
129.161,285.206,82.804,130.43,284.028
129.161,285.206,82.803,130.43,284.026
129.16,285.205,82.802,130.43,284.024
129.16,285.205,82.8,130.429,284.02
129.16,285.205,82.799,130.429,284.017
129.16,285.205,82.799,130.426,284.014
129.159,285.204,82.799,130.425,284.013
129.159,285.201,82.798,130.424,284.011
129.157,285.2,82.798,130.424,284.011
129.157,285.199,82.796,130.424,284.009
129.156,285.199,82.795,130.422,284.005
129.156,285.198,82.795,130.422,284
129.155,285.198,82.794,130.421,283.999
129.154,285.198,82.794,130.42,283.998
129.153,285.197,82.793,130.419,283.994
129.153,285.197,82.793,130.418,283.993
129.153,285.197,82.791,130.418,283.993
129.153,285.196,82.791,130.417,283.992
129.153,285.196,82.791,130.417,283.99
129.151,285.195,82.79,130.417,283.989
129.151,285.195,82.79,130.416,283.989
129.151,285.194,82.787,130.416,283.989
129.15,285.192,82.787,130.415,283.984
129.15,285.192,82.786,130.415,283.983
129.149,285.192,82.786,130.413,283.979
129.149,285.189,82.786,130.413,283.977
129.149,285.188,82.786,130.412,283.977
129.149,285.188,82.785,130.412,283.976
129.149,285.188,82.785,130.411,283.975
129.149,285.188,82.784,130.411,283.975
129.148,285.186,82.784,130.409,283.973
129.148,285.186,82.782,130.409,283.971
129.148,285.185,82.782,130.409,283.971
129.146,285.185,82.78,130.409,283.966
129.146,285.184,82.78,130.408,283.964
129.146,285.184,82.78,130.406,283.963
129.146,285.184,82.778,130.405,283.962
129.145,285.184,82.777,130.404,283.962
129.145,285.183,82.776,130.403,283.961
129.145,285.183,82.775,130.403,283.959
129.145,285.183,82.772,130.401,283.959
129.144,285.183,82.771,130.4,283.957
129.141,285.183,82.769,130.4,283.957
129.14,285.183,82.769,130.398,283.957
129.14,285.182,82.769,130.396,283.955
129.139,285.181,82.768,130.396,283.954
129.139,285.178,82.767,130.394,283.954
129.139,285.177,82.766,130.387,283.949
129.138,285.177,82.766,130.387,283.948
129.138,285.177,82.765,130.387,283.948
129.137,285.176,82.764,130.381,283.947
129.137,285.176,82.764,130.381,283.943
129.136,285.176,82.762,130.378,283.942
129.136,285.176,82.761,130.377,283.94
129.135,285.176,82.761,130.376,283.939
129.135,285.175,82.761,130.376,283.936
129.134,285.175,82.761,130.374,283.931
129.133,285.175,82.76,130.373,283.93
129.133,285.175,82.759,130.37,283.93
129.133,285.175,82.759,130.37,283.928
129.132,285.174,82.759,130.37,283.927
129.132,285.174,82.759,130.37,283.927
129.131,285.174,82.757,130.367,283.927
129.131,285.174,82.757,130.366,283.926
129.131,285.173,82.756,130.365,283.923
129.131,285.173,82.756,130.365,283.922
129.13,285.173,82.756,130.364,283.922
129.13,285.172,82.755,130.363,283.921
129.13,285.172,82.754,130.363,283.921
129.129,285.171,82.754,130.361,283.92
129.129,285.171,82.752,130.361,283.918
129.129,285.17,82.751,130.36,283.916
129.128,285.17,82.751,130.359,283.913
129.128,285.17,82.75,130.359,283.912
129.128,285.169,82.749,130.357,283.911
129.128,285.169,82.748,130.352,283.909
129.127,285.166,82.746,130.351,283.908
129.126,285.166,82.746,130.35,283.907
129.126,285.166,82.743,130.35,283.907
129.126,285.166,82.743,130.344,283.905
129.125,285.166,82.742,130.344,283.899
129.125,285.165,82.741,130.343,283.892
129.125,285.163,82.74,130.343,283.891
129.125,285.162,82.739,130.343,283.89
129.125,285.159,82.739,130.34,283.888
129.123,285.158,82.736,130.34,283.886
129.123,285.157,82.735,130.34,283.886
129.122,285.157,82.732,130.339,283.886
129.122,285.156,82.732,130.339,283.88
129.12,285.156,82.732,130.333,283.876
129.12,285.156,82.73,130.333,283.876
129.12,285.156,82.73,130.331,283.87
129.119,285.156,82.729,130.329,283.869
129.119,285.156,82.728,130.329,283.867
129.119,285.156,82.727,130.329,283.864
129.119,285.155,82.727,130.329,283.863
129.118,285.155,82.724,130.327,283.863
129.118,285.154,82.723,130.325,283.861
129.118,285.154,82.722,130.322,283.853
129.117,285.154,82.71,130.316,283.844
129.116,285.153,82.71,130.315,283.818
129.114,285.153,82.709,130.314,283.812
129.113,285.152,82.709,130.313,283.809
129.112,285.152,82.708,130.312,283.801
129.111,285.152,82.707,130.312,283.801
129.11,285.152,82.707,130.311,283.8
129.109,285.151,82.701,130.31,283.79
129.108,285.151,82.7,130.3,283.778
129.108,285.149,82.7,130.299,283.765
129.107,285.149,82.7,130.296,283.764
129.106,285.148,82.7,130.286,283.367
129.105,285.148,82.699,130.284,283.236
129.104,285.148,82.697,130.284,283.235
129.104,285.147,82.695,130.281,283.227
129.104,285.147,82.695,130.276,283.22
129.103,285.146,82.694,130.276,283.21
129.103,285.145,82.692,130.276,283.209
129.102,285.145,82.692,130.275,283.202
129.102,285.144,82.691,130.269,283.194
129.102,285.144,82.689,130.258,283.181
129.101,285.143,82.688,130.256,283.172
129.101,285.142,82.688,130.255,283.153
129.101,285.142,82.687,130.253,283.147
129.1,285.141,82.687,130.251,283.143
129.1,285.141,82.684,130.244,283.135
129.099,285.14,82.682,130.243,283.128
129.098,285.14,82.682,130.236,283.124
129.096,285.139,82.679,130.229,283.123
129.096,285.139,82.676,130.226,283.121
129.095,285.139,82.676,130.224,283.119
129.095,285.138,82.674,130.224,283.114
129.095,285.136,82.673,130.214,283.113
129.09,285.136,82.672,130.213,283.103
129.09,285.136,82.671,130.208,283.102
129.089,285.135,82.67,130.208,283.098
129.088,285.135,82.664,130.201,283.088
129.087,285.135,82.662,130.2,283.087
129.086,285.135,82.661,130.199,283.086
129.085,285.135,82.661,130.196,283.086
129.084,285.135,82.658,130.192,283.064
129.083,285.134,82.655,130.182,283.063
129.082,285.134,82.655,130.182,283.056
129.082,285.134,82.652,130.181,283.051
129.082,285.134,82.644,130.176,283.043
129.082,285.134,82.639,130.168,283.039
129.082,285.133,82.637,130.16,283.03
129.082,285.132,82.636,130.142,283.03
129.081,285.132,82.635,130.14,282.974
129.08,285.132,82.626,130.133,282.969
129.08,285.132,82.616,130.112,282.966
129.079,285.131,82.613,130.108,282.954
129.079,285.13,82.607,130.02,282.95
129.079,285.13,82.587,130.001,282.93
129.077,285.129,81.844,129.687,282.896
129.076,285.129,,129.674,
129.076,285.129,,,
129.074,285.128,,,
129.072,285.128,,,
129.071,285.127,,,
129.07,285.127,,,
129.069,285.126,,,
129.068,285.126,,,
129.064,285.126,,,
129.064,285.126,,,
129.064,285.126,,,
129.063,285.124,,,
129.061,285.124,,,
129.06,285.123,,,
129.06,285.123,,,
129.06,285.123,,,
129.058,285.122,,,
129.058,285.122,,,
129.058,285.122,,,
129.057,285.122,,,
129.056,285.118,,,
129.056,285.118,,,
129.055,285.118,,,
129.054,285.114,,,
129.053,285.113,,,
129.052,285.111,,,
129.052,285.11,,,
129.052,285.109,,,
129.051,285.107,,,
129.049,285.107,,,
129.049,285.107,,,
129.048,285.106,,,
129.047,285.105,,,
129.046,285.105,,,
129.045,285.104,,,
129.045,285.101,,,
129.044,285.1,,,
129.043,285.1,,,
129.043,285.099,,,
129.042,285.098,,,
129.041,285.097,,,
129.04,285.097,,,
129.037,285.097,,,
129.037,285.096,,,
129.037,285.096,,,
129.037,285.094,,,
129.035,285.093,,,
129.035,285.092,,,
129.034,285.09,,,
129.034,285.09,,,
129.032,285.087,,,
129.031,285.087,,,
129.031,285.087,,,
129.03,285.086,,,
129.028,285.084,,,
129.026,285.083,,,
129.022,285.082,,,
129.021,285.082,,,
129.02,285.081,,,
129.019,285.081,,,
129.019,285.081,,,
129.013,285.08,,,
129.012,285.079,,,
129.011,285.077,,,
129.01,285.075,,,
129.007,285.072,,,
129.007,285.068,,,
129.006,285.067,,,
129.006,285.065,,,
129.003,285.061,,,
129.001,285.053,,,
129,285.053,,,
128.998,285.05,,,
128.995,285.048,,,
128.994,285.043,,,
128.99,285.04,,,
128.99,285.038,,,
128.986,285.038,,,
128.985,285.037,,,
128.979,285.037,,,
128.97,285.037,,,
128.97,285.035,,,
128.97,285.031,,,
128.968,285.025,,,
128.964,285.025,,,
128.963,285.024,,,
128.961,285.023,,,
128.96,285.023,,,
128.958,285.022,,,
128.958,285.02,,,
128.956,285.018,,,
128.95,285.018,,,
128.95,285.015,,,
128.95,285.008,,,
128.949,285.007,,,
128.947,285.005,,,
128.945,285.004,,,
128.945,285.003,,,
128.942,284.996,,,
128.937,284.995,,,
128.935,284.994,,,
128.934,284.993,,,
128.934,284.991,,,
128.933,284.99,,,
128.932,284.987,,,
128.931,284.986,,,
128.93,284.986,,,
128.93,284.985,,,
128.929,284.983,,,
128.926,284.982,,,
128.925,284.977,,,
128.923,284.976,,,
128.922,284.976,,,
128.922,284.976,,,
128.922,284.975,,,
128.921,284.975,,,
128.92,284.975,,,
128.918,284.975,,,
128.918,284.975,,,
128.914,284.973,,,
128.913,284.972,,,
128.91,284.972,,,
128.91,284.969,,,
128.909,284.969,,,
128.909,284.967,,,
128.908,284.963,,,
128.905,284.956,,,
128.904,284.955,,,
128.903,284.955,,,
128.902,284.954,,,
128.902,284.953,,,
128.897,284.95,,,
128.896,284.949,,,
128.894,284.947,,,
128.891,284.936,,,
128.891,284.932,,,
128.891,284.932,,,
128.887,284.931,,,
128.887,284.931,,,
128.885,284.931,,,
128.884,284.93,,,
128.878,284.928,,,
128.877,284.926,,,
128.877,284.925,,,
128.869,284.925,,,
128.868,284.924,,,
128.867,284.924,,,
128.867,284.917,,,
128.866,284.916,,,
128.864,284.906,,,
128.861,284.905,,,
128.859,284.905,,,
128.858,284.903,,,
128.857,284.903,,,
128.855,284.901,,,
128.855,284.9,,,
128.854,284.899,,,
128.851,284.897,,,
128.849,284.896,,,
128.848,284.892,,,
128.846,284.888,,,
128.844,284.886,,,
128.838,284.886,,,
128.837,284.885,,,
128.836,284.882,,,
128.833,284.879,,,
128.833,284.878,,,
128.831,284.878,,,
128.83,284.877,,,
128.829,284.876,,,
128.829,284.876,,,
128.828,284.875,,,
128.824,284.874,,,
128.822,284.874,,,
128.822,284.873,,,
128.819,284.873,,,
128.818,284.873,,,
128.816,284.873,,,
128.813,284.872,,,
128.811,284.872,,,
128.808,284.871,,,
128.805,284.871,,,
128.803,284.871,,,
128.803,284.87,,,
128.802,284.869,,,
128.8,284.861,,,
128.799,284.86,,,
128.799,284.856,,,
128.792,284.856,,,
128.786,284.855,,,
128.785,284.851,,,
128.784,284.848,,,
128.784,284.841,,,
128.782,284.838,,,
128.779,284.838,,,
128.777,284.837,,,
128.775,284.836,,,
128.774,284.834,,,
128.773,284.831,,,
128.773,284.83,,,
128.768,284.829,,,
128.767,284.825,,,
128.765,284.825,,,
128.763,284.825,,,
128.761,284.824,,,
128.76,284.823,,,
128.751,284.823,,,
128.749,284.821,,,
128.746,284.821,,,
128.743,284.818,,,
128.743,284.813,,,
128.731,284.812,,,
128.73,284.81,,,
128.725,284.81,,,
128.725,284.808,,,
128.724,284.805,,,
128.719,284.802,,,
128.718,284.799,,,
128.717,284.799,,,
128.713,284.795,,,
128.712,284.788,,,
128.711,284.788,,,
128.71,284.786,,,
128.706,284.784,,,
128.704,284.784,,,
128.7,284.783,,,
128.697,284.782,,,
128.695,284.781,,,
128.685,284.78,,,
128.682,284.779,,,
128.679,284.778,,,
128.674,284.776,,,
128.655,284.776,,,
128.655,284.775,,,
128.655,284.775,,,
128.653,284.775,,,
128.653,284.772,,,
128.652,284.771,,,
128.647,284.771,,,
128.638,284.769,,,
128.638,284.759,,,
128.637,284.748,,,
128.63,284.741,,,
128.609,284.741,,,
128.609,284.74,,,
128.601,284.732,,,
128.585,284.729,,,
128.585,284.726,,,
128.582,284.715,,,
128.58,284.712,,,
128.577,284.699,,,
128.576,284.694,,,
128.574,284.686,,,
128.557,284.685,,,
128.547,284.681,,,
128.544,284.68,,,
128.54,284.675,,,
128.538,284.675,,,
128.536,284.659,,,
128.52,284.652,,,
128.488,284.647,,,
128.46,284.625,,,
128.454,284.611,,,
128.452,284.586,,,
128.452,284.556,,,
128.447,284.556,,,
128.433,284.527,,,
128.42,284.527,,,
128.415,284.525,,,
128.414,284.522,,,
128.41,284.519,,,
128.41,284.511,,,
128.402,284.49,,,
128.397,284.489,,,
128.392,284.473,,,
128.391,284.47,,,
128.388,284.469,,,
128.385,284.465,,,
128.384,284.457,,,
128.383,284.456,,,
128.376,284.453,,,
128.375,284.451,,,
128.373,284.447,,,
128.369,284.439,,,
128.369,284.436,,,
128.368,284.433,,,
128.366,284.427,,,
128.365,284.427,,,
128.36,284.424,,,
128.358,284.421,,,
128.356,284.419,,,
128.354,284.411,,,
128.354,284.408,,,
128.353,284.393,,,
128.352,284.391,,,
128.351,284.391,,,
128.35,284.387,,,
128.35,284.387,,,
128.35,284.386,,,
128.349,284.386,,,
128.349,284.383,,,
128.343,284.378,,,
128.339,284.376,,,
128.339,284.376,,,
128.338,284.376,,,
128.336,284.376,,,
128.335,284.375,,,
128.334,284.374,,,
128.333,284.374,,,
128.328,284.373,,,
128.328,284.372,,,
128.325,284.366,,,
128.324,284.362,,,
128.323,284.36,,,
128.321,284.355,,,
128.318,284.355,,,
128.318,284.354,,,
128.317,284.353,,,
128.315,284.353,,,
128.314,284.353,,,
128.313,284.352,,,
128.312,284.352,,,
128.311,284.349,,,
128.31,284.346,,,
128.307,284.339,,,
128.307,284.337,,,
128.306,284.337,,,
128.302,284.336,,,
128.301,284.333,,,
128.301,284.333,,,
128.301,284.332,,,
128.3,284.327,,,
128.3,284.327,,,
128.298,284.326,,,
128.295,284.325,,,
128.294,284.32,,,
128.292,284.317,,,
128.29,284.316,,,
128.289,284.312,,,
128.285,284.306,,,
128.285,284.305,,,
128.283,284.305,,,
128.28,284.305,,,
128.276,284.302,,,
128.273,284.301,,,
128.267,284.301,,,
128.267,284.301,,,
128.267,284.299,,,
128.26,284.29,,,
128.259,284.29,,,
128.254,284.288,,,
128.251,284.287,,,
128.25,284.286,,,
128.247,284.282,,,
128.242,284.281,,,
128.24,284.281,,,
128.237,284.28,,,
128.235,284.28,,,
128.23,284.279,,,
128.228,284.278,,,
128.226,284.277,,,
128.222,284.276,,,
128.221,284.276,,,
128.221,284.275,,,
128.22,284.275,,,
128.219,284.275,,,
128.216,284.275,,,
128.215,284.274,,,
128.212,284.273,,,
128.208,284.271,,,
128.208,284.268,,,
128.206,284.263,,,
128.205,284.259,,,
128.205,284.256,,,
128.203,284.245,,,
128.203,284.243,,,
128.203,284.241,,,
128.201,284.239,,,
128.199,284.235,,,
128.198,284.235,,,
128.19,284.233,,,
128.188,284.231,,,
128.181,284.227,,,
128.181,284.226,,,
128.175,284.226,,,
128.163,284.222,,,
128.163,284.22,,,
128.159,284.217,,,
128.154,284.207,,,
128.151,284.206,,,
128.151,284.203,,,
128.149,284.186,,,
128.144,284.186,,,
128.142,284.182,,,
128.136,284.181,,,
128.134,284.176,,,
128.129,284.171,,,
128.126,284.169,,,
128.124,284.161,,,
128.122,284.159,,,
128.122,284.157,,,
128.12,284.154,,,
128.117,284.149,,,
128.114,284.14,,,
128.113,284.135,,,
128.113,284.135,,,
128.112,284.134,,,
128.104,284.133,,,
128.102,284.132,,,
128.101,284.13,,,
128.101,284.13,,,
128.1,284.128,,,
128.098,284.127,,,
128.097,284.123,,,
128.097,284.122,,,
128.096,284.119,,,
128.095,284.116,,,
128.093,284.116,,,
128.093,284.116,,,
128.092,284.109,,,
128.092,284.108,,,
128.089,284.107,,,
128.082,284.105,,,
128.081,284.105,,,
128.08,284.097,,,
128.079,284.097,,,
128.079,284.092,,,
128.073,284.089,,,
128.065,284.087,,,
128.062,284.087,,,
128.06,284.086,,,
128.056,284.085,,,
128.055,284.084,,,
128.055,284.083,,,
128.052,284.079,,,
128.049,284.078,,,
128.048,284.077,,,
128.047,284.077,,,
128.047,284.077,,,
128.046,284.075,,,
128.043,284.073,,,
128.039,284.073,,,
128.038,284.073,,,
128.038,284.072,,,
128.036,284.071,,,
128.034,284.07,,,
128.031,284.068,,,
128.025,284.059,,,
128.021,284.055,,,
128.021,284.055,,,
128.015,284.052,,,
128.014,284.051,,,
128.013,284.051,,,
128.012,284.049,,,
128.011,284.048,,,
128.01,284.046,,,
128.009,284.046,,,
128.008,284.045,,,
128.008,284.04,,,
128.007,284.04,,,
128.005,284.039,,,
128.004,284.039,,,
128.004,284.038,,,
128.002,284.038,,,
128.002,284.037,,,
128.002,284.037,,,
128.002,284.037,,,
128.002,284.035,,,
128.001,284.035,,,
127.998,284.035,,,
127.998,284.034,,,
127.995,284.032,,,
127.994,284.031,,,
127.994,284.029,,,
127.993,284.028,,,
127.992,284.028,,,
127.992,284.027,,,
127.991,284.027,,,
127.99,284.025,,,
127.988,284.025,,,
127.987,284.024,,,
127.986,284.024,,,
127.985,284.024,,,
127.984,284.023,,,
127.984,284.023,,,
127.983,284.023,,,
127.982,284.022,,,
127.981,284.015,,,
127.981,284.014,,,
127.98,284.014,,,
127.979,284.013,,,
127.979,284.013,,,
127.977,284.012,,,
127.977,284.005,,,
127.976,284.003,,,
127.976,284.002,,,
127.973,283.999,,,
127.972,283.999,,,
127.971,283.997,,,
127.971,283.996,,,
127.97,283.994,,,
127.969,283.994,,,
127.968,283.993,,,
127.967,283.993,,,
127.965,283.992,,,
127.965,283.992,,,
127.963,283.989,,,
127.961,283.988,,,
127.961,283.988,,,
127.959,283.988,,,
127.959,283.988,,,
127.958,283.987,,,
127.958,283.987,,,
127.957,283.985,,,
127.957,283.985,,,
127.954,283.983,,,
127.954,283.983,,,
127.954,283.983,,,
127.954,283.982,,,
127.953,283.982,,,
127.953,283.981,,,
127.952,283.981,,,
127.952,283.978,,,
127.952,283.978,,,
127.95,283.977,,,
127.949,283.977,,,
127.948,283.977,,,
127.946,283.977,,,
127.945,283.976,,,
127.943,283.976,,,
127.943,283.976,,,
127.941,283.975,,,
127.941,283.975,,,
127.94,283.975,,,
127.94,283.972,,,
127.939,283.972,,,
127.939,283.971,,,
127.939,283.971,,,
127.936,283.97,,,
127.934,283.968,,,
127.934,283.967,,,
127.934,283.965,,,
127.932,283.964,,,
127.932,283.963,,,
127.931,283.962,,,
127.931,283.962,,,
127.93,283.961,,,
127.93,283.959,,,
127.929,283.958,,,
127.929,283.956,,,
127.928,283.954,,,
127.926,283.954,,,
127.926,283.954,,,
127.926,283.952,,,
127.925,283.952,,,
127.924,283.952,,,
127.922,283.952,,,
127.921,283.952,,,
127.92,283.951,,,
127.916,283.948,,,
127.915,283.946,,,
127.914,283.946,,,
127.909,283.944,,,
127.909,283.942,,,
127.908,283.938,,,
127.906,283.938,,,
127.904,283.938,,,
127.903,283.937,,,
127.901,283.934,,,
127.9,283.933,,,
127.898,283.931,,,
127.897,283.931,,,
127.897,283.93,,,
127.896,283.928,,,
127.896,283.928,,,
127.893,283.927,,,
127.893,283.927,,,
127.892,283.926,,,
127.892,283.925,,,
127.888,283.925,,,
127.884,283.925,,,
127.883,283.925,,,
127.883,283.925,,,
127.882,283.924,,,
127.881,283.924,,,
127.881,283.922,,,
127.88,283.921,,,
127.88,283.921,,,
127.876,283.921,,,
127.876,283.92,,,
127.875,283.916,,,
127.875,283.916,,,
127.874,283.908,,,
127.873,283.908,,,
127.871,283.908,,,
127.871,283.908,,,
127.867,283.906,,,
127.862,283.905,,,
127.852,283.905,,,
127.851,283.901,,,
127.851,283.9,,,
127.848,283.899,,,
127.84,283.894,,,
127.837,283.894,,,
127.837,283.89,,,
127.836,283.889,,,
127.836,283.889,,,
127.835,283.881,,,
127.834,283.88,,,
127.833,283.877,,,
127.83,283.875,,,
127.826,283.873,,,
127.824,283.87,,,
127.823,283.868,,,
127.817,283.868,,,
127.815,283.861,,,
127.814,283.861,,,
127.814,283.858,,,
127.808,283.856,,,
127.804,283.851,,,
127.8,283.85,,,
127.797,283.847,,,
127.79,283.845,,,
127.789,283.845,,,
127.784,283.842,,,
127.773,283.837,,,
127.763,283.836,,,
127.753,283.835,,,
127.745,283.827,,,
127.685,283.826,,,
127.671,283.825,,,
127.563,283.814,,,
127.504,283.806,,,
127.397,283.806,,,
127.389,283.797,,,
127.379,283.784,,,
127.327,283.776,,,
127.307,283.763,,,
127.287,283.677,,,
127.287,283.471,,,
127.285,283.458,,,
127.281,283.439,,,
127.261,283.321,,,
127.256,283.312,,,
127.233,283.295,,,
127.229,283.287,,,
127.227,283.283,,,
127.225,283.279,,,
127.212,283.277,,,
127.21,283.277,,,
127.208,283.277,,,
127.203,283.268,,,
127.203,283.252,,,
127.201,283.249,,,
127.197,283.24,,,
127.197,283.239,,,
127.195,283.229,,,
127.191,283.229,,,
127.188,283.212,,,
127.186,283.212,,,
127.184,283.209,,,
127.181,283.203,,,
127.179,283.203,,,
127.178,283.2,,,
127.171,283.197,,,
127.169,283.197,,,
127.169,283.196,,,
127.162,283.189,,,
127.161,283.187,,,
127.161,283.186,,,
127.158,283.186,,,
127.156,283.185,,,
127.155,283.183,,,
127.154,283.179,,,
127.152,283.179,,,
127.149,283.177,,,
127.149,283.166,,,
127.147,283.162,,,
127.134,283.158,,,
127.133,283.158,,,
127.132,283.154,,,
127.127,283.154,,,
127.125,283.149,,,
127.12,283.147,,,
127.119,283.147,,,
127.116,283.143,,,
127.115,283.14,,,
127.114,283.14,,,
127.109,283.139,,,
127.101,283.139,,,
127.099,283.138,,,
127.098,283.137,,,
127.097,283.137,,,
127.091,283.132,,,
127.091,283.13,,,
127.089,283.129,,,
127.089,283.129,,,
127.089,283.128,,,
127.087,283.128,,,
127.086,283.128,,,
127.085,283.128,,,
127.085,283.127,,,
127.083,283.125,,,
127.08,283.124,,,
127.079,283.116,,,
127.079,283.111,,,
127.079,283.107,,,
127.076,283.106,,,
127.071,283.106,,,
127.07,283.102,,,
127.069,283.101,,,
127.066,283.101,,,
127.064,283.098,,,
127.063,283.093,,,
127.059,283.092,,,
127.054,283.091,,,
127.047,283.089,,,
127.045,283.089,,,
127.044,283.089,,,
127.042,283.089,,,
127.041,283.088,,,
127.041,283.088,,,
127.041,283.085,,,
127.039,283.085,,,
127.039,283.085,,,
127.037,283.079,,,
127.036,283.078,,,
127.036,283.078,,,
127.035,283.077,,,
127.035,283.077,,,
127.032,283.069,,,
127.032,283.066,,,
127.031,283.058,,,
127.028,283.057,,,
127.018,283.045,,,
127.013,283.039,,,
127.003,283.037,,,
127,283.036,,,
126.993,283.034,,,
126.99,283.033,,,
126.987,283.032,,,
126.984,283.029,,,
126.984,283.029,,,
126.984,283.027,,,
126.98,283.025,,,
126.974,283.02,,,
126.965,283.02,,,
126.963,283.015,,,
126.958,283.014,,,
126.958,283.013,,,
126.949,283.013,,,
126.935,282.993,,,
126.932,282.984,,,
126.93,282.984,,,
126.914,282.975,,,
126.903,282.963,,,
126.902,282.958,,,
126.869,266.561,,,
